,S,iteration,R_e,I_max
89,0,917,3.4968152866242037,364
90,0,927,3.590643274853801,388
91,0,1173,2.6363636363636362,346
92,0,727,3.5954545454545452,444
93,0,1311,3.0842105263157893,347
94,0,1304,4.086666666666667,385
95,0,805,2.9086294416243654,312
96,0,1228,3.588709677419355,348
97,0,735,3.0338983050847457,315
98,0,1066,5.070652173913044,346
99,0,774,4.018018018018018,326
100,0,735,3.0452488687782804,339
101,0,906,3.1,354
102,0,866,3.8671875,368
103,0,1038,3.0,363
104,0,533,2.564885496183206,336
105,0,1351,3.4906832298136647,351
106,0,1144,4.226190476190476,362
107,0,882,2.7868852459016393,348
108,0,1439,3.882978723404255,355
109,0,1060,3.227722772277228,361
110,0,1091,3.535211267605634,343
111,0,1020,3.394904458598726,378
112,0,1001,3.6334405144694535,469
113,0,945,3.6324786324786325,366
114,0,660,2.4012738853503186,380
115,0,878,2.9618320610687023,387
116,0,1602,3.9358974358974357,438
117,0,531,2.7,344
118,0,1085,4.222222222222222,317
119,0,1217,3.5084745762711864,348
120,0,836,2.8181818181818183,374
121,0,1066,3.5405405405405403,338
122,0,1226,3.735955056179775,421
123,0,1005,3.559322033898305,339
124,0,653,3.5445544554455446,359
125,0,898,3.537037037037037,329
126,0,972,3.511627906976744,373
127,0,761,2.8740740740740742,342
128,0,913,2.496124031007752,367
129,0,708,3.0,383
130,0,731,3.623529411764706,311
131,0,1175,3.671232876712329,337
132,0,841,3.1272727272727274,338
133,0,1171,3.940119760479042,338
134,0,1040,3.3140495867768593,339
135,0,935,3.5616438356164384,306
136,0,1178,3.2452830188679247,368
137,0,1019,2.831460674157303,380
138,0,890,4.355769230769231,374
139,0,956,3.4880636604774535,331
140,0,1353,3.8020833333333335,380
141,0,997,3.8805970149253732,373
142,0,909,3.484732824427481,329
143,0,906,3.1588785046728973,433
144,0,1003,3.654450261780105,400
145,0,746,3.759259259259259,310
146,0,889,3.302521008403361,352
147,0,664,3.1853932584269664,336
148,0,1083,3.92,346
149,0,1371,3.6481481481481484,372
150,0,795,3.4246575342465753,338
151,0,980,3.2157894736842105,345
152,0,1109,3.957055214723926,308
153,0,1502,2.8777777777777778,376
154,0,861,3.422222222222222,366
155,0,1190,3.123809523809524,364
156,0,913,3.1686746987951806,382
157,0,1396,3.8674698795180724,350
158,0,1084,4.5,313
159,0,651,3.262135922330097,379
160,0,1014,5.718446601941747,363
161,0,1339,2.8969072164948453,371
162,0,600,2.8260869565217392,361
163,0,825,3.088815789473684,402
164,0,1272,4.126760563380282,352
165,0,1074,3.1470588235294117,335
166,0,1095,3.3820224719101124,359
167,0,1356,3.261904761904762,324
168,0,1238,3.1686746987951806,347
169,0,1263,2.51,346
170,0,1233,4.54074074074074,888
171,0,941,3.8189655172413794,338
172,0,826,2.8658536585365852,345
173,0,1315,4.815789473684211,357
174,0,919,4.121827411167513,360
175,0,1214,5.317829457364341,558
176,0,1173,4.253333333333333,353
177,0,1052,3.63,346
178,0,1150,3.995145631067961,352
179,0,905,2.44954128440367,368
180,0,1129,3.557377049180328,344
181,0,1796,3.230769230769231,354
182,0,968,3.193877551020408,347
183,0,1504,5.0,359
184,0,993,4.545454545454546,483
185,0,1199,3.7426470588235294,362
186,0,820,3.6736842105263157,392
187,0,1232,3.695852534562212,347
188,0,550,2.205574912891986,339
189,0,952,3.0,346
190,0,892,3.221311475409836,321
191,0,966,3.586206896551724,330
192,0,923,3.268421052631579,372
193,0,1064,3.260869565217391,364
194,0,777,3.1485148514851486,353
195,0,938,3.9753086419753085,361
196,0,1258,4.122641509433962,327
197,0,1334,3.965811965811966,392
198,0,1426,4.378947368421053,342
199,0,1137,2.7251461988304095,586
